Industry Name,Number of firms,Annual Average Revenue growth - Last 5 years,Pre-tax Operating Margin (Unadjusted),After-tax ROC,Average effective tax rate,Unlevered Beta,Equity (Levered) Beta,Cost of equity,Std deviation in stock prices,Pre-tax cost of debt,Market Debt/Capital,Cost of capital,Sales/Capital,EV/Sales,EV/EBITDA,EV/EBIT,Price/Book,Trailing PE,Non-cash WC as % of Revenues,Cap Ex as % of Revenues,Net Cap Ex as % of Revenues,Reinvestment Rate,ROE,Dividend Payout Ratio,Equity Reinvestment Rate,Pre-tax Operating Margin (Lease & R&D adjusted)
Building Materials,39,0.04056935484,0.13339807849794327,0.26836667409798826,0.2372114097961747,1.2345815852317845,1.359882717,0.10468292164609999,0.347474928,0.0553,0.159473079563649,0.0946029597283786,2.65630182786225,2.3330552823981074,13.144108813471654,17.28060940453545,4.2673351808781455,22.98375797,0.17589732311416995,0.03381389083562024,0.1442683199845523,1.3576339984632542,0.273585123195433,0.16632375734397675,0.16632375734397675,0.13659535563209246
Business & Consumer Services,152,0.05241806818,0.1210671049743861,0.2683220667135423,0.23839859256142706,0.9217421067931305,1.00384996,0.08926670326799999,0.453932055,0.057800000000000004,0.1436951590921071,0.08266869528691966,2.6612038226413137,2.932909606309558,16.754385344425835,23.770574543055467,5.940615291172687,49.9883544,0.1446669061418907,0.028368193891951846,-0.0011791142392289103,0.04674507635012014,0.1826562013235273,0.41282664900021215,0.41282664900021215,0.12434265853816712
Cable TV,9,0.24145,0.18459797782132617,0.13752245099771512,0.24595154201024375,0.5042060471678157,0.960510745,0.08739011525849999,0.497327842,0.057800000000000004,0.5582149393723677,0.06280626498952432,0.8503767957069994,2.274010217387463,7.039959537560604,12.51512590734801,1.5110124996664887,10.74120025,0.014661260425027692,0.1274566885266333,-0.002186709723143231,0.048180050259822575,0.15502628901756088,0.32245541299708064,0.3224554129970807,0.18156021868957392
Chemical (Basic),31,0.08669777778,0.06048689379806931,0.08711525643483861,0.17651351969149562,0.8603685518030199,1.147686922,0.0954948437226,0.500216196,0.057800000000000004,0.36810087599643493,0.07630028106961374,1.5856091699425192,1.0328956410360037,7.9670583901425305,16.21039583896549,1.611224798317052,25.8083733,0.1560831126647369,0.06007795749756813,0.03746685791879284,0.6939562430612916,0.06369809057698893,1.2817896941827633,1.2817896941827633,0.06246565909397009
Chemical (Diversified),4,0.016685000000000002,0.043609560927712385,0.05353673633217604,0,0.5804650334684516,0.994138662,0.0888462040646,0.469704194,0.057800000000000004,0.5307849949248137,0.064697501621073,1.3096090731277268,0.998346664774641,9.273711289711123,22.25938726597356,1.3756962474757561,33.22368421,0.19024416102117192,0.056483490852626696,0.00309597381827909,0.2143220982666615,-0.013011807112258857,0.01960526316,0.019605263159999997,0.043824308778591406
Chemical (Specialty),60,0.09194422222,0.1193494453676533,0.11308895503943045,0.20545318279218358,0.7942145818971595,0.921548907,0.0857030676731,0.481493551,0.057800000000000004,0.2133695725539178,0.0766662117273435,1.1344320373825643,2.7705093015104674,13.305677144877386,22.12973118763059,2.5680732923090193,43.85667873,0.2229359556819943,0.0881762795123409,0.05202727564134819,0.5429721462698663,0.07775909833844559,0.5923187486492923,0.5923187486492923,0.12123369916544284
Coal & Related Energy,16,0.0065125,0.10974053594215227,0.131360985972046,0.17764284602210806,1.2666789941187624,1.182062997,0.09698332777009999,0.537782229,0.057800000000000004,0.08650014794994586,0.0923440369829384,1.2410014770236968,1.5677608367812537,3.8937525141164238,7.979844062386776,1.652433883756701,8.92895397,0.10744364100382817,0.10056739234110565,0.04181843960661484,0.784182502395822,0.1133530739065558,0.06849833048137254,0.06849833048137255,0.11036162808862766
Computer Services,63,0.09341057143,0.06055245267476086,0.20511859984992606,0.1582832356431084,1.091806958703224,1.234460621,0.0992521448893,0.443962787,0.0553,0.20842271411909233,0.08721007553742005,4.71399880823382,1.384128746459615,14.291251634862933,21.79417760816968,4.548651300213198,56.19388981,0.13791056200710072,0.00991624879658428,0.0013792624153242633,-0.1352497963392787,0.1744259991849477,0.553130820816213,0.553130820816213,0.0644742795490481
Computers/Peripherals,35,0.03547884615,0.22650656923300075,0.414087117520171,0.22873507397401782,1.118287266469026,1.142245646,0.09525923647179999,0.526219681,0.057800000000000004,0.045958192552513426,0.09287358178677504,3.3449300664684207,6.67914190608648,25.359132422946413,29.38954939369914,38.95577055053,610.1473168,-0.07992706036776984,0.02581604556184513,0.003347027496244872,0.0217896969435155,0.00020232635,0.17968917860020636,0.1796891786002064,0.22950815299948338
Construction Supplies,46,0.03746354839,0.15132789353180212,0.18411663423273966,0.21734420347661088,1.152782179050854,1.293637225,0.1018144918425,0.475248388,0.057800000000000004,0.17739375240336838,0.0914432562522028,1.5644347993202348,2.4608867902074083,12.62265816468092,16.105371320231963,4.38822675872248,18.96755165,0.18587440808334135,0.048192358657233425,0.038508067346589604,0.4233187994008747,0.25625980435240003,0.2921633243015753,0.2921633243015753,0.15206830137916255
Diversified,21,0.1162011111,0.3284732876420425,0.24653408323908313,0.19221263304728198,1.0140267770157503,1.089996424,0.0929968451592,0.593496607,0.057800000000000004,0.13859853317033913,0.08611586524359992,0.7997477918147733,2.9071161346491126,7.856925836398023,8.807214412052092,1.806284985867228,13.03290856,0.014896509586036182,0.04862532897256853,0.030015662439102954,0.10870945577023988,0.20898799911870694,0.05033268272864516,0.05033268272864522,0.3300008853097672
Drugs (Biotechnology),535,0.23766170890000002,0.014221272716606562,0.030814784217150146,0.19482954958812734,1.1689511933236565,1.251948113,0.1000093532929,0.868278117,0.0758,0.1459806038133114,0.09370892483901044,0.9333946427404237,6.791791099779408,15.186565174237344,NA,6.017097654153798,84.99430249,0.136456198402093,0.03360787117884962,0.24938461994507974,NA,-0.14115598020476416,0.00974627798,0.009746277980000051,0.07488265801874916
Drugs (Pharmaceutical),231,0.2478495652,0.22807562351451666,0.14079869875837178,0.1358270853295788,0.9833609439300397,1.073797133,0.0922954158589,0.800484536,0.0758,0.14449996998715745,0.08717355433110663,1.0148579813307739,5.483712102310231,15.36886270507868,23.36794850415672,5.699401006896502,20.88293026,0.25087194172001104,0.053594365491549195,0.23936246817779333,1.1762436887227607,0.104929834787929,1.2549442133929405,1.2549442133929405,0.2559161155722693
Education,29,0.04766,0.09240538407657353,0.1185554706305268,0.25611450384983275,0.9221112564153724,0.983172276,0.0883713595508,0.558226871,0.057800000000000004,0.16279107677962734,0.08104228395144251,1.859008910079772,2.4903031810109364,14.254583613223035,28.47050309824616,3.3561827175807553,33.92151127,0.07987259272774762,0.031075975498548073,0.008910306202179034,0.3044884889576344,0.042221737467676,0.7187351830354953,0.7187351830354953,0.08546563422373665
Electrical Equipment,101,0.1328885417,0.07152181433780842,0.12226468202114389,0.20188534158072283,1.201076911463217,1.269751059,0.10078022085470001,0.721156702,0.0641,0.1292534032164745,0.09396789169195413,2.087537198763825,3.30719628964143,19.605829838383833,41.43504205344964,4.069239753991878,55.43392358,0.2887273468000888,0.050657051700423394,0.10742964307899272,2.027078835206155,0.04777295470096294,0.8026848535774878,0.8026848535774878,0.07643265546002215
Electronics (Consumer & Office),11,-0.06997714286,-0.05297232032984498,-0.058115332425485076,#DIV/0!,0.9536363844925939,0.919635201,0.0856202042033,0.731989771,0.0641,0.11745374424986435,0.08121037939099668,2.7373984741056008,0.7246945892586846,44.48899046615133,NA,2.2193725635789865,#DIV/0!,0.1281047274892576,0.02072207888239267,0.002187211917956069,NA,-0.30964018341180377,#DIV/0!,#DIV/0!,-0.04868542581690992
Electronics (General),122,0.1058519753,0.08154981683331164,0.13112417823624317,0.1922895485416306,1.0112705827294393,1.058231623,0.0916214292759,0.616085598,0.057800000000000004,0.1260319676230025,0.08553768606428372,2.1729517723710456,2.4557308639937196,17.2834812096568,28.931820005023166,3.7528619810100485,74.9382479,0.22928356263952965,0.03305371229631034,0.0472319275712025,0.5422676302624916,0.10193122279662485,0.22225240003320335,0.22225240003320335,0.08370023339953213
Engineering/Construction,42,0.08651148148000001,0.05567652186705069,0.19158078820440533,0.26452669039145904,0.9171641176368084,0.987915291,0.0885767321003,0.47331966,0.057800000000000004,0.15199105524120338,0.0817026733632642,3.862962070890738,1.4093068695496445,15.64699107043541,24.030910388290252,4.811546921270118,44.73407496,0.18589282923198996,0.02358246832645084,0.0385185288253212,0.8419758860713495,0.13082400113099374,0.082519841894834,0.08251984189483397,0.05839409008802537
Entertainment,96,0.1325096552,0.08339991531547873,0.09941346558875379,0.18832506154081263,0.937524322724562,1.040909254,0.0908713706982,0.626979123,0.057800000000000004,0.16899576961106283,0.08284046008408509,1.406969514219978,3.9046945294667585,19.61096687194483,45.58406244383965,4.0679110721849066,84.24318924,0.015271225517126164,0.036993536255993935,-0.039181988163196985,-0.7118566713135513,-0.039027958459762736,0.00081707032,0.0008170703200000018,0.08256419725779691
Environmental & Waste Services,50,0.1963952381,0.14893092624522616,0.31722930695398477,0.22539063245351154,0.8154365927953799,0.920470271,0.0856563627343,0.544758219,0.057800000000000004,0.16194219947983726,0.07880517730111564,2.319389085585667,3.683161818039651,15.816653690727547,24.291419446245214,6.654633809226148,86.5905265,0.1012278675566884,0.08685273552228773,0.06417199514719471,0.5897643992973957,0.22316956149771278,0.3633210907300387,0.3633210907300387,0.1512014381016425
Farming/Agriculture,35,0.2223105263,0.0725286291815041,0.09966097926177687,0.23425644116474048,0.7317985276905549,0.982388156,0.0883374071548,0.695913261,0.0641,0.3478095566497602,0.07433375717263688,1.5671727482197484,1.1820781626784913,11.764311675282677,15.776928117367982,2.503453363855312,35.00291504,0.14866693371867232,0.0394226386992334,0.03360420334860541,0.44796406898590785,0.15326132462871572,0.3057061550448788,0.30570615504487875,0.07466480137741174
Financial Svcs. (Non-bank & Insurance),166,0.1479327,0.1633057193708989,NA,0.18619370304267924,0.35059353202283133,1.073489898,0.0922821125834,0.4195847,0.0553,0.7413733708658856,0.05461507226348218,0.06810031517177884,19.30347905094736,62.82440097666481,79.26775330166299,3.797377982567915,30.21108272,12.499751151458387,0.026661393599936054,0.017918660321226597,0.14977712365084803,0.315488080050799,0.18129345640546582,0.1812934564054658,0.1643608663080031
Food Processing,77,0.1001784,0.1196989866600123,0.179008744988626,0.2415591084925007,0.38277695500353215,0.474240235,0.0663346021755,0.462695731,0.057800000000000004,0.2675164852672177,0.06018584218624499,1.6975230664187548,1.794561254105961,11.167310604446802,14.75500676313727,2.1753858995460424,27.67322876,0.05647943056639733,0.03988083049878293,0.043559980139493436,0.41589524150370255,0.09802418035108233,0.6795638505562032,0.6795638505562032,0.1213296889884875
Food Wholesalers,14,0.11898,0.02668323514122336,0.17303730342745285,0.23847853631388988,0.5547774624190575,0.724632235,0.0771765757755,0.391670258,0.0553,0.3020683236001308,0.06639226063111167,7.777325065179679,0.44417810691387977,10.770681593282227,16.860430568640545,4.514160864716116,29.30346327,0.0571128010743372,0.009943610292843528,0.014365742505631607,0.7230194392164317,0.20052924126260915,0.344994817550537,0.34499481755053707,0.026340675628140704
Furn/Home Furnishings,28,-0.00282952381,0.0650643353627397,0.10653951148142196,0.21164392773352858,0.6901905810431348,0.866242693,0.0833083086069,0.54801472,0.057800000000000004,0.2954389234714598,0.07150306892833709,1.9591798093994046,1.183895108625572,10.17923705680146,17.216244074133204,2.3694622631620494,30.847498,0.15734604061775348,0.029978650800531234,0.011233594701056575,0.11503777765214553,0.05849960245124717,0.8433821399699984,0.8433821399699984,0.06858572865571802
Green & Renewable Energy,18,0.1573,0.21598234119080256,0.03668230812976016,0.057241379310344835,0.5005254491535094,1.130425266,0.0947474140178,0.719302568,0.0641,0.6379186419431446,0.06497421105135684,0.1882582558306389,6.383498113840869,11.304545504032925,31.905381263495403,0.7604581145144261,25.51122245,-0.3754312702131538,0.49500958753350577,0.3815940335447929,1.5993934098834703,-0.11574516676108294,0.00081832444,0.0008183244399999623,0.1973879701773694
Healthcare Products,218,0.1460585714,0.14812121552106344,0.14710425697558768,0.15966032970482166,0.9580877046258003,1.0145167,0.08972857310999999,0.674052859,0.0641,0.11340902578772541,0.0850046819630171,1.3345092640558633,5.200686146885706,21.19759515704529,33.633724884042,4.756612592973772,45.2516385,0.26694130053252635,0.047980860988146495,0.045760403063886256,0.5546286757135178,0.08881077313041913,0.3580752216461151,0.35807522164611516,0.1514690360825379
Healthcare Support Services,113,0.11339571429999999,0.03436937020226516,0.44602956452982473,0.23085871100828093,0.8153500076641338,0.941212934,0.08655452004219999,0.539967819,0.057800000000000004,0.2435768930799556,0.07603089728331025,14.649503528884146,0.5259930515797708,11.315758417060703,15.148910175226469,2.8942971689889623,38.82971906,-0.06930645344028069,0.006333983394759203,0.00743260158898802,0.45953028085748876,0.11660456386084155,0.42183664735852133,0.42183664735852133,0.03427553986135274
Heathcare Information and Technology,116,0.14728,0.1335229870447581,0.12742981260508918,0.16510959748334217,1.1234093966584342,1.222923714,0.0987525968162,0.645438121,0.057800000000000004,0.1393804567634771,0.09103055756607528,1.2215732596318463,5.311889541228291,22.01135224050213,38.617519944721025,3.929559630568024,54.46738057,0.2310351474948779,0.04003716129722745,0.05378245546115293,0.38026780252615516,0.03933763839168482,0.256718261808874,0.256718261808874,0.13495449256441597
Homebuilding,30,0.09001090909000001,0.1552469366730168,0.21045792739664068,0.23178301071898474,1.3762359491843439,1.42748671,0.107610174543,0.414320248,0.0553,0.14894590395276014,0.09775961118761929,1.641118382058291,1.2430969824286757,7.647428900944848,7.974293672450544,1.7480275947698287,10.85248606,0.6317058112564676,0.005785892292905283,0.007289797351351661,0.513794661279955,0.20149423065772437,0.07297285112579148,0.07297285112579144,0.15587402563467992
Hospitals/Healthcare Facilities,33,0.01566052632,0.12448735406100417,0.21189861748431305,0.22234896117336775,0.5652613375247338,0.857081614,0.0829116338862,0.508099059,0.057800000000000004,0.43551540447634884,0.06568193290250637,1.9243115204339636,1.484022296092266,8.112146472634091,12.21014652807294,4.281727024179832,19.90376001,0.10773432975924571,0.05840345982571967,0.02940535781153524,0.3395703359082387,0.7610091187909209,0.23156761774438134,0.23156761774438128,0.12143678731352776
Hotel/Gaming,65,0.11904536589999999,0.18146969754607978,0.12172347058770536,0.14872131335374356,0.9507214498893468,1.193760779,0.0974898417307,0.450953288,0.057800000000000004,0.3017303728446324,0.08115420709954649,0.9762977965119558,4.28296044613172,15.417626243502292,28.231252598870075,14.590953327578633,33.74480756,0.02288364986375318,0.07779583455520896,0.02025023027892743,0.2541720868564456,0.4205107674642232,0.15158277264503262,0.15158277264503262,0.1490485912543498
Household Products,101,0.031504090910000004,0.18381524828445367,0.33557667664941937,0.2249200888022358,0.8289296813883512,0.895264979,0.0845649735907,0.566703537,0.057800000000000004,0.1321202007981977,0.0791196430040043,2.217432544077391,3.5277078107468967,15.311705988267818,18.971627471249754,7.331355612163251,32.1738381,0.06895979054658521,0.035264087119431374,0.002175810487227502,0.012952164540033463,0.2624495610799743,0.7387863810748427,0.7387863810748427,0.18562429495005234
Information Services,16,0.025249999999999998,0.11538316523706287,0.24548990546783805,0.23243235864253148,0.8031590545209226,0.984489325,0.0884283877725,0.396580654,0.0553,0.2612694166130669,0.07616090354117182,2.732013145091482,2.269212322276089,11.747539906963985,18.678481750561183,3.7266775487361254,21.27761649,0.16870250399329484,0.020095380515778288,0.03725775922024389,0.4471010416321389,0.159033666768628,0.34174987723031597,0.341749877230316,0.12244160335564143
Insurance (General),22,0.1298025,0.164310729269812,0.17446771472463615,0.16954804866527337,0.6896826641236571,0.760364469,0.0787237815077,0.510071782,0.057800000000000004,0.14787928662976846,0.07349273193294403,1.1641427939095834,3.114533941571186,13.017606684305473,18.82666484490262,3.093612910505429,58.24358392,-0.10194221183914387,0.00754062251864311,0.004719125790251846,0.24090411691201394,0.05625314862883568,0.8352296629100675,0.8352296629100675,0.16494256638950247
Insurance (Life),19,0.03704733333,0.08206657647517031,0.06964505786786918,0.21271817055092468,0.6205348110956823,0.731672262,0.0774814089446,0.343126708,0.0553,0.38547717601130227,0.0636017601063275,0.9872542563059108,1.2376599868418128,11.698376152776595,14.398949767417532,1.5262221547976622,46.46403095,0.2013400271562588,0.001602865652273081,-0.011900991639857614,-0.012846672585224567,0.11889819319599934,0.41553641065353875,0.41553641065353875,0.08251450920702572
Insurance (Prop/Cas.),53,0.09121866667,0.13631717261708118,0.21986027180636247,0.20317549016972772,0.5690197716125752,0.605663581,0.07202523305729999,0.336883546,0.0553,0.13391402267011,0.06793412845508758,1.9113389894888644,1.5092144680220723,10.216278469520937,10.963945562667854,2.332330037266932,16.58902576,-0.38805051280630365,0.00762760479386508,0.006145288725294821,0.2265529246528915,0.22604897277800795,0.1687574507700016,0.1687574507700016,0.13702141254052255
Investments & Asset Management,231,0.08365945455,0.1448782157009349,0.06797686012793668,0.1871866203241025,0.49932623482699845,0.567136155,0.0703569955115,0.229410333,0.0508,0.25950157646332855,0.061986254324295234,0.5165450044947686,6.012389746607367,41.40436735972429,41.45081431631505,2.5278122168665753,56.09787202,NA,0.024697760708194686,0.054996961891315664,0.48858293195856894,0.13317232180589358,0.5962939888899269,0.5962939888899269,0.14125835342517715
Machinery,109,0.062251029410000006,0.1578997061601933,0.2475872269593568,0.21009485897951116,0.9835242099250273,1.067242281,0.0920115907673,0.460733301,0.057800000000000004,0.13568778466035222,0.08540880731803642,1.9682598139763747,3.2279049143312166,15.350424128173863,20.022926217249612,4.273411612510947,33.32676744,0.2544408663349021,0.02385872521610842,0.05032307501088092,0.35902577677855047,0.16564120986417863,0.34237039342996284,0.3423703934299629,0.15989798855104875
Metals & Mining,64,0.01841384615,0.22622928199945197,0.27131917252639576,0.3624319632132132,0.9615982694311441,1.022250551,0.0900634488583,0.723723464,0.0641,0.1435430682523116,0.08403629807802435,1.2286156999263649,2.886818055495662,8.68043322884353,12.272594960246712,3.1156411055280255,74.86384367,0.16545695284640777,0.13377770985457035,0.05852663365934226,0.5707814590542162,0.12502993777199908,0.6906320072824792,0.6906320072824792,0.22647118253788354
Office Equipment & Services,14,0.1414766667,0.08166045516693865,0.15003946621251396,0.21647969820311724,0.9638143971905709,1.200495591,0.0977814590903,0.498920038,0.057800000000000004,0.31743720141192583,0.08050288904790745,2.3287714864040083,1.2000344991840515,8.76539448895973,14.162061901038948,2.8565260458936685,14.81153835,0.06589980373131035,0.021693864949499403,-0.002225874388038631,-0.2215695106611476,0.03370770816230284,2.012591978443362,2.012591978443362,0.0847558576280157
Oil/Gas (Integrated),4,0.0019500000000000001,0.13434037495005738,0.12903399917583033,0.30257394807397847,0.45577993390039784,0.483682004,0.0667434307732,0.255595298,0.0508,0.12058731670495794,0.06328939631503559,1.2679674608622964,1.5157081668506258,6.695477232545713,11.05501460755642,1.6638981685489767,10.82668985,0.03614715534637552,0.08382716319151502,0.01930391086244483,0.2827516366049607,0.14204315331349052,0.5237170589950078,0.5237170589950078,0.13718197508137822
Oil/Gas (Production and Exploration),147,0.053528533329999996,0.2954045788633479,0.18619988925264025,0.23663744833137312,0.7545351031706402,0.875929343,0.08372774055189999,0.476588509,0.057800000000000004,0.21040224261825277,0.07523217338792226,0.6674241236462098,3.077233951149892,5.602267266776679,10.139033098061212,1.7398879827728644,19.10246638,0.01525015817993553,0.36742825347942487,0.17944803046179625,0.7439264567808016,0.17604362804614881,0.3763251022313812,0.37632510223138116,0.3006389033463689
Oil/Gas Distribution,24,0.1987206667,0.2806157892822455,0.12176139467315485,0.19723763310080308,0.5507758746918867,0.754707504,0.0784788349232,0.381741501,0.0553,0.3401007614865949,0.06589380248789542,0.48899530900155047,4.981084711853547,12.164142478812128,17.29980936773354,3.211874642531892,27.81791682,0.02868263015219864,0.22848825007987825,0.15403105351560173,0.647540262621836,0.1974651283929793,0.6072511720282857,0.6072511720282857,0.2845553222334854
Oilfield Svcs/Equip.,97,0.052465846149999995,0.04992682091832309,0.1436713162033353,0.19763425933334403,0.7777793295038246,0.937600524,0.08639810268920001,0.494883871,0.057800000000000004,0.27810053473826807,0.0744264023118656,3.131938639340938,0.607283601699653,7.350017313645032,11.6967200492003,1.7462429767106171,29.32508777,0.0750729312075754,0.0238504668214339,0.0020219680375014736,-0.01485777502880382,0.1326556225567935,0.3872444431193258,0.3872444431193258,0.05185005944104041
Packaging & Container,22,0.040221666669999996,0.09790343714371146,0.14486486031209506,0.21399991291817783,0.7383541924466364,0.97636341,0.088076535653,0.339754281,0.0553,0.3460358130070013,0.07195073537593938,1.7435134987048067,1.540926439760242,9.457927000705379,15.428794145134688,2.849047681033775,26.09845032,0.10248734884452107,0.05627402504057689,0.016203867343771897,0.14127571050488755,0.20757287742616085,0.32348788287142144,0.3234878828714214,0.09978523098639712
Paper/Forest Products,6,0.04535,0.10131943754571975,0.19419479914040808,0.2559991616891963,0.9588822117328989,1.07174103,0.092206386599,0.606574576,0.057800000000000004,0.18411329851970282,0.0832112761085043,2.474249268999992,1.2326955404636546,7.873352437265647,11.956087664450166,3.5653256212510716,23.33602332,0.0816046383512901,0.05326517895041046,0.07868760667937034,0.8213447510412241,0.24202243428762765,0.1950747094631987,0.19507470946319871,0.10331066929169413
Power,48,0.05061857143,0.19751182991756608,0.06564911548274062,0.13258131129564985,0.3427138343438257,0.542348627,0.0692836955491,0.273142734,0.0508,0.4454796177988055,0.05539199477433261,0.3801204647508593,4.325013095388234,11.873306592314158,21.890159750197203,2.073412973548015,23.26783271,0.08032609640709555,0.3649187842429746,0.2357328538153427,1.429602507657313,0.11130193260347093,0.554637751117826,0.554637751117826,0.1967316783998681
Precious Metals,60,0.0447,0.18829183593579835,0.1292686842301033,0.4290331303194571,1.1452183128750493,1.228314776,0.0989860298008,0.709719516,0.0641,0.15894994616948027,0.09089372435453003,0.7092830047628302,3.0618240426997394,8.167722151394198,15.627358292343562,1.6107917556952125,28.22042495,0.20137848430887303,0.20150781992714806,0.030208703112695925,0.588083549381841,-0.03815832614932794,0.01532136664,0.015321366640000056,0.18924617224540177
Publishing & Newspapers,19,0.01501333333,0.08301568593211756,0.15529613776373735,0.32131793860884256,0.5573432866995673,0.637353091,0.0733973888403,0.410004918,0.0553,0.22296848382654758,0.06627970220045681,2.2554075844500825,1.5926717159618449,11.093233553255816,19.22025789957895,2.25767800886576,25.08409747,0.10880574457669615,0.03492547064851126,-0.0063874491321072166,-0.03233708585488725,0.041853467616081864,0.7275574237232688,0.7275574237232688,0.08282770856475201
