Industry Name,Number of firms,Annual Average Revenue growth - Last 5 years,Pre-tax Operating Margin (Unadjusted),After-tax ROC,Average effective tax rate,Unlevered Beta,Equity (Levered) Beta,Cost of equity,Std deviation in stock prices,Pre-tax cost of debt,Market Debt/Capital,Cost of capital,Sales/Capital,EV/Sales,EV/EBITDA,EV/EBIT,Price/Book,Trailing PE,Non-cash WC as % of Revenues,Cap Ex as % of Revenues,Net Cap Ex as % of Revenues,Reinvestment Rate,ROE,Dividend Payout Ratio,Equity Reinvestment Rate,Pre-tax Operating Margin (Lease & R&D adjusted)
Diversified,335,0.1245467041198502,0.1912668825995744,0.1305216540403019,0.1666769275061829,0.6955076338659182,0.888561948694207,0.09653688727043921,0.29019574720420455,0.0612,0.3345993493863077,0.07954876727840107,0.8099047766125886,1.959813502253223,8.39813072448559,10.126118827408375,1.138967259074129,23.62475657603454,-0.10274984833872372,0.050695893854381356,0.02793250091127634,0.22130686642225372,0.15189767624625436,0.15552381391113076,0.1555238139111308,0.1912738724024415
Drugs (Biotechnology),1223,0.2538742105263159,0.0017550043440366014,0.019137906017770365,0.1725664048431158,1.2281686132974015,1.2918900121586152,0.11956691969425692,0.7005011522421916,0.0745,0.1316878042854114,0.1111578870078751,0.8098585984792431,6.7442010984757115,15.972191315595955,NA,4.694724914520711,91.22924081809997,0.21363002889103208,0.0455853842530919,0.1884363873554751,NA,-0.08221073332968983,0.0064958693706511465,0.006495869370651164,0.04641505744888885
Drugs (Pharmaceutical),1271,0.12712799270073,0.2041832410112752,0.13663932508445867,0.16064147614048158,0.9744455501369576,1.0459900460346432,0.10552603162857813,0.4768068841155595,0.0682,0.14274968253928402,0.09774245221348435,1.0855796526615398,3.9470092833666963,13.408666143145313,18.824918010965483,3.7441871673985103,73.37428620641204,0.1677471206005622,0.05146301720590947,0.09814312779069889,0.643770672798444,0.12357116156594297,0.7262903568373973,0.7262903568373973,0.21726947442920141
Education,272,0.07004443113772454,0.1343360825901661,0.11595776073954202,0.20811150771496137,0.7837802085517217,0.8626890707188635,0.09505954593804711,0.42984198755760755,0.0657,0.225580289765356,0.08469884942348449,1.113273313686314,2.314609992405274,11.187385345832285,16.921324079239835,2.0558121302891568,50.52627944902218,0.05170675416540939,0.05587448905212795,0.023931514815740806,0.3957936490287724,0.06783923072268373,0.6360184008010564,0.6360184008010564,0.1315115079707806
Electrical Equipment,1101,0.10367485714285714,0.0729100535207483,0.1059167172061984,0.18997957183314162,1.1801425031628325,1.215668392683982,0.11521466522225537,0.43176608961512536,0.0657,0.1466570863500688,0.1055229482305994,1.8766458092541503,2.1500587989364,17.14381216121704,27.80277677785591,2.9876405679544003,47.215518793463666,0.23318262917278393,0.07118995015018294,0.06638132905392209,1.3156207360980665,0.0911746660830686,0.5524360897081295,0.5524360897081295,0.07570008997986713
Electronics (Consumer & Office),125,0.021197961165048542,0.05800555637569238,0.10563964900091696,0.21689689306216253,1.1198908994583037,1.2099501889035962,0.11488815578639533,0.45184781142729097,0.0682,0.21344316858760534,0.10125165684240181,2.0670829469847414,0.9558152285018218,10.518161345684888,16.11710481739536,1.7815824953269306,33.498845812540615,0.049128228781795555,0.044635348037750384,0.050417669449723014,1.00459417915495,0.09315471675283989,0.26621712484707033,0.2662171248470704,0.07343094274369003
Electronics (General),1480,0.058368749999999955,0.05847756642278254,0.07756998876499577,0.16900845025701186,1.3619377589137938,1.376789570828448,0.12441468449430437,0.4193173808966851,0.0657,0.1489011520554098,0.11320477673550434,1.721452209725421,1.6413704225339114,13.89883400396274,26.487674851947386,2.309980011730418,70.86083442086094,0.19103082751396167,0.05911667968245431,0.03524292614835784,0.8048039988896056,0.07954209984384333,0.5268290378145564,0.5268290378145564,0.06168009081797421
Engineering/Construction,1327,0.0677850628930817,0.048119137923535574,0.07784889611248046,0.22533742620492453,0.6631340537552841,0.9287986474120591,0.09883440276722857,0.3703988832542879,0.0657,0.4847341107984981,0.07474120626677658,2.1204934498710473,0.6929373488594868,9.945024601486805,13.87488635539866,1.079329524157367,40.07337397461095,0.15915697069730544,0.10185507267633107,0.09247243895802869,1.6076085598549554,0.09466668705089495,0.6836228176176073,0.6836228176176073,0.04866593065346499
Entertainment,748,0.09067304904051174,0.09237732892705441,0.09652074087312353,0.21491862789103236,0.9946761025633484,1.0554392738374743,0.10606558253611978,0.47466301980519926,0.0682,0.15039781096904528,0.09778383344703964,1.3248974637190056,3.397357563023296,10.018113981196533,35.037371694133945,3.1483119784955673,75.60502347832771,0.025583647390353237,0.1437970196121046,0.07789571215418195,28.10735793704604,0.015830256978802845,1.5537993739780185,1.5537993739780185,0.09356457567164092
Environmental & Waste Services,391,0.0867159722222222,0.11387736489673332,0.11120965355361774,0.2189507683911178,0.8559508193936919,1.0297058112156112,0.1045962018204114,0.42938191566121314,0.0657,0.2558756871351501,0.0904038670196528,1.1393893248941391,2.7574506520977793,13.975562127508603,23.293637829550324,3.011918854583545,44.10085849980927,0.16827458844233123,0.08663158766212009,0.05977943230506238,1.000549081862317,0.0995503209549674,0.4888710248687173,0.48887102486871736,0.11487977472409466
Farming/Agriculture,429,0.10853714285714278,0.06759782258183901,0.07513685742168924,0.20940564970482062,0.5575241353500908,0.7735453815409571,0.08996944128598865,0.3723630247762325,0.0657,0.39044782434722086,0.0740239498943175,1.3429171541514722,1.1025697181373753,11.010459556981896,15.6992425108689,1.6010274631657162,207.49711514436956,0.1735387900254468,0.04474690472046362,0.029266162724058364,0.4317750383078226,0.1214179778158247,0.3724624770787258,0.3724624770787258,0.06898207746463805
Financial Svcs. (Non-bank & Insurance),1117,0.15429169191919181,NA,NA,0.17474488044171121,0.27307489021810905,0.8208564761626547,0.09267090478888758,0.40822234595011475,0.0657,0.7474050998122198,0.06012855430558061,0,NA,46.49336057762887,59.411574439410536,2.3699459395108122,73.38192818687733,NA,NA,NA,NA,0.2007772241112249,0.20913029006425635,0.20913029006425632,NA
Food Processing,1424,0.0886347655502392,0.08446738554652544,0.12288224100938813,0.22148943024213846,0.5739152609745028,0.6812356108037589,0.08469855337689464,0.32702488022790016,0.0657,0.26551510426144387,0.07525468735554769,1.7566913458225955,1.301417203785907,10.759608452938423,15.155316867147562,2.0450972747782026,38.646736231744654,0.10267806314266137,0.0434206963089129,0.025182532696515107,0.3879261050043912,0.11468592374483505,0.602223215216532,0.602223215216532,0.08503758490110712
Food Wholesalers,188,0.10498807407407403,0.025910812651305338,0.11568187281193071,0.2218641335934656,0.44056581692882124,0.5985481152537028,0.07997709738098643,0.36762294661109274,0.0657,0.3692662514740203,0.06858647522473119,5.39258180680121,0.4160858136885029,10.39348774075683,15.92968702038703,2.05295409132877,45.13485060151118,0.06547689620104731,0.011412606456288341,0.009696862945077843,0.9289757324516321,0.11576016004286808,0.40988709749757013,0.40988709749757013,0.025783349498618283
Furn/Home Furnishings,380,0.05024189285714278,0.07361882708215475,0.1380676274530838,0.17581133155931547,0.951334627649579,0.9361040517808141,0.09925154135668449,0.35335197113155625,0.0657,0.19864980056980275,0.08929499854083625,2.53920509698485,1.0822094988657878,10.231658597772654,14.106460925913412,2.0734336899003707,35.63091978092736,0.03189906904374622,0.03218118579732652,0.015116134251715823,-0.22974118520506204,0.13459586762813505,0.6174691986516684,0.6174691986516684,0.07639137155405705
Green & Renewable Energy,260,0.12277534591194965,0.30365434678921766,0.06292648559233405,0.2030095227155928,0.5963118858484414,0.8859790820218285,0.09638940558344641,0.3816488811114374,0.0657,0.42171118317258166,0.07645977972596257,0.2355864530183031,6.989131721305897,13.697589576827577,22.890412127309926,1.7709188169336842,41.036665765995295,0.09646008525377874,0.5113710987724096,0.27548673955186526,1.2755393760527536,0.0768891075255072,0.8946657617226894,0.8946657617226894,0.3027870000297326
Healthcare Products,850,0.13721645472061658,0.13832356020472056,0.1218233026244545,0.17241350822608986,1.0816981151098504,1.1457756246639703,0.11122378816831271,0.49084979637043874,0.0682,0.12459018106802841,0.1037204905122128,1.1765513584055438,4.388803105975948,19.377323312465347,30.31685618933484,3.521970817747559,67.93954673552811,0.27893792598004885,0.054383620154039844,0.04164991859697952,0.5380481952774577,0.07810632071550389,0.5106156827590972,0.5106156827590972,0.14275881397717696
Healthcare Support Services,480,0.1349915570934257,0.035089065418329506,0.23334053461573592,0.23951022022842386,0.7317595094588942,0.8683207919134942,0.09538111721826051,0.4113975379400226,0.0657,0.2797187430613118,0.08244394151540908,8.17248928240306,0.5485601445540983,10.837305629682863,15.603649398440352,2.3248576628802273,73.03451834567375,-0.03446419428460827,0.007741839105446776,0.007160783221830502,0.45876009446127347,0.09422788546682755,0.4655588373735928,0.4655588373735928,0.03464149122791732
Heathcare Information and Technology,435,0.13021968127490038,0.12799840863570688,0.11111500595339449,0.17487821027373782,1.132253717064354,1.2059921327413936,0.11466215077953357,0.5267125928105998,0.0682,0.12344132624849466,0.10680360551782325,1.1152274195001748,5.117858045506105,21.5588041455903,38.09825603802337,3.667453398398297,146.24483142937692,0.2442834334317575,0.06663516662349238,0.06446813924673489,0.5853009440373665,0.043618944508061926,0.33030864379188873,0.33030864379188873,0.12991518646922223
Homebuilding,165,0.05990234848484852,0.12393975964590233,0.1361031622471103,0.2382270524736707,0.9495758670695034,1.0677356476037183,0.10676770547817231,0.3342135660466185,0.0657,0.25804280316384937,0.09189482908834183,1.4026520779873481,1.1458028565386256,8.314655336912486,9.463226781099026,1.4237005303027135,17.25137253653105,0.6626853866537605,0.00578969216892311,0.005496074685259385,0.48593342951853447,0.1526433322485836,0.17225114219829524,0.1722511421982953,0.11997238739126523
Hospitals/Healthcare Facilities,245,0.1010432515337423,0.1130258173060321,0.1287428129243988,0.19476987168278334,0.5880920206585584,0.7736783334954127,0.08997703284258807,0.3442232907867701,0.0657,0.33381945480346914,0.07634165216568513,1.4074174666695256,1.9890356888551743,11.947380885526506,17.878504321618458,3.2272819963627066,51.42046469635571,0.05343224904591918,0.06769506740156436,0.03631982036976909,0.5232031838541817,0.2537801194488341,0.33409824897174106,0.334098248971741,0.11056840824888346
Hotel/Gaming,660,0.07520172744721694,0.15571477839598694,0.10909506308719386,0.1747017186024152,0.7423154544956462,0.9130526779150158,0.09793530790894739,0.3703974371162,0.0657,0.29801697871686506,0.08339063458838678,0.9271596250718696,3.3799125612463863,14.079987190558994,23.51851005685243,4.516436994551129,53.997068577157464,-0.016755297209510932,0.06716390170745104,0.011232514421773726,0.14794105203092242,0.14828396167408225,0.3099942377603527,0.3099942377603526,0.1415379940292289
Household Products,554,0.06572973190348526,0.1602174235186326,0.22277651316453786,0.2404778273409792,0.827584516939807,0.8799543472237394,0.09604539322647551,0.39284610486733684,0.0657,0.1237449627466964,0.09023990656210155,1.761434215021396,3.033196912289804,15.31120597913071,18.692511149399856,4.695640453550533,67.36377870567239,0.058834030995191605,0.034708927475133676,0.024621545246325278,0.23145141603777733,0.17827338579111895,0.7012348868026012,0.7012348868026012,0.16119326947087548
Information Services,85,0.06631736842105262,0.1104412456289791,0.21256133010877326,0.23667823985110378,0.9461858149674477,1.1245610499517515,0.11001243595224502,0.4122886386795369,0.0657,0.25438748341972206,0.09452482330413338,2.5968899920630952,1.9465266072689704,11.286514405100725,16.835615265579136,3.1330702066977385,47.863780258628985,0.16890946785103858,0.020278829661343024,0.0450937371200375,0.601521563701527,0.13730676677374132,0.37477605380667883,0.3747760538066789,0.11434607310740295
Insurance (General),199,0.1022633540372671,0.1450249863366485,0.22284268214086758,0.2126328634371507,0.5339135196684894,0.5745120018721774,0.07860463530690133,0.3007847416073076,0.0657,0.23821384546215085,0.07158347866521879,1.8452373630409193,1.3098108224415517,7.761539710357843,7.937211693949075,1.8832308583242523,23.78237417655259,0.11397206981003143,0.007333216232256841,0.02218875172675276,0.0495832791702887,0.14580483534717362,0.451685279800353,0.451685279800353,0.14517319228042763
Insurance (Life),137,0.06776583333333334,0.1323906892596889,0.11188409574679048,0.17516897912997553,0.8366648433165084,0.941598944837215,0.09956529975020498,0.291910176346379,0.0612,0.4964050638626039,0.07285873722270024,1.0049548349312696,1.1648377995828094,7.87577449768657,8.210704074127591,1.1391819987430885,54.92068535625781,-1.001350550937412,0.006360957102223615,0.00780177234258859,-0.05672677291835923,0.12029518289031958,0.4080877759483987,0.40808777594839873,0.13250955227861244
Insurance (Prop/Cas.),240,0.11804827411167505,0.1472800687770428,0.2049680044948979,0.1757133229465237,0.47753753007082456,0.498548660992902,0.07426712854269471,0.2960167732719298,0.0612,0.14412767676679425,0.07015923485889122,1.6841376149261809,1.2631238543860641,7.966622953668649,8.53178848333957,1.702045053071061,17.683477325569502,-0.2753750414904087,0.006988874140907462,0.0022022869312401535,0.01743328437789124,0.1998132179259425,0.2229419671107289,0.2229419671107289,0.14756512604875174
Investments & Asset Management,1291,0.14752180357142863,0.187998113367846,0.06286342760445107,0.1683613810326697,0.5751603220865722,0.7670268111942766,0.0895972309191932,0.3758031166548576,0.0657,0.38145630617884313,0.07416092596137233,0.3662145282301179,5.1390496197574,19.776535857034077,21.922168532184187,1.6370771000274509,46.24203162928689,NA,0.04041935793440722,0.04743447981151396,0.38395888903852277,0.10266771326817513,0.5343336684877689,0.5343336684877689,0.18660042820908357
Machinery,1548,0.06557624783362219,0.10246595144206258,0.1287927559074887,0.21773331936373322,1.1230406760043468,1.1576883260119293,0.11190400341528117,0.37357026284951733,0.0657,0.1350005834663423,0.10342953842796844,1.6428307320616382,2.0885541427672822,13.952773356683227,19.45620670699655,2.7643975780752923,79.07882170944231,0.2859034765943716,0.04118657904986903,0.03932809856546194,0.6571645295914001,0.11487605886746285,0.4463402639749103,0.44634026397491033,0.10466244081141049
Metals & Mining,1832,0.22555768442622956,0.1094090172100248,0.15028461661979697,0.3061832883365534,1.0067152939696256,1.1212472099030004,0.10982321568546133,0.6955492640839968,0.0745,0.23391739719832377,0.09716545042742362,1.451332582140876,1.2222894523844456,7.021168829829218,10.577326797748654,1.6658670310855495,64.70400774712483,0.12476590159998122,0.08356917836582853,0.04780990022511663,0.7129551141130064,0.08606105756405125,0.796459082151292,0.796459082151292,0.11009706683729671
Office Equipment & Services,140,0.050200416666666664,0.0735820632382038,0.12805012241363092,0.2334915098335708,0.7267324854020321,0.760108409459641,0.0892021901801455,0.3555086597763081,0.0657,0.21923460408682288,0.0804170802790273,2.1812277740154595,1.0044524807823128,8.827084955778323,13.16903998629038,1.802655892462207,133.87204494827162,0.13156634716952909,0.026356483004655675,0.007258331975358016,0.04364067057892862,0.08199196601755371,0.6015066536921426,0.6015066536921426,0.07557513266953912
Oil/Gas (Integrated),36,0.07216314285714287,0.14913790374495575,0.16942432319584688,0.42409460137349425,0.8705119047647804,0.9316777107029921,0.09899879728114085,0.3037060199174906,0.0657,0.1671788898395993,0.09066186401633301,1.5340470392934398,1.232030082877976,5.755024883216643,8.229320828665447,1.7561517688182717,11.847866338187274,0.02330915199676819,0.08282085640915483,0.015681400322980307,0.09817507009166661,0.14992924499222218,0.7821731682452366,0.7821731682452366,0.1498611037445995
Oil/Gas (Production and Exploration),548,0.15812938709677413,0.31594019100097365,0.182499556775622,0.3274721313844728,0.8938719628830606,1.0156805607417236,0.10379536001835242,0.5037976772748156,0.0682,0.22437288709513967,0.0919495036908919,0.6400592252236873,2.549433106158156,4.5585159475016965,7.869435810582128,1.4319196086027774,17.9623401139556,0.00595985852421627,0.3144250310158541,0.1443228919197149,0.5916293360157628,0.15066651084632068,0.44928168898043747,0.4492816889804374,0.3185547419618592
Oil/Gas Distribution,179,0.09019410447761192,0.17409116789879855,0.10213474768823065,0.1651901679962025,0.47137829737850173,0.672133432376452,0.0841788189886954,0.3150068945407914,0.0657,0.3869701056489716,0.07061615180801686,0.6647014298320117,2.910005633686923,11.347357731814801,16.22649339563943,2.038517779472103,24.232799172879478,0.06532928237748997,0.14358433840334278,0.1240093479658206,0.8398036753766988,0.16128448737467838,0.6974769859703234,0.6974769859703234,0.1753633251969385
Oilfield Svcs/Equip.,437,0.07497964809384165,0.04870039882881739,0.10190717522939738,0.23041430225670032,0.7691461508463383,0.952999839867837,0.10021629085645349,0.40800244927459106,0.0657,0.3223037966730864,0.08375113361521942,2.4092616300678835,0.6096048596238653,7.580235518358163,12.034566811785607,1.301592544900414,38.63384348256543,0.0627112568811023,0.041870931609964766,0.022181706438933448,0.4371964659170376,0.09628431334865412,0.512204592925453,0.512204592925453,0.04970367805212622
Packaging & Container,438,0.05407319402985073,0.08236451753518798,0.10687018671898328,0.22615723883544117,0.6111062559848243,0.7788018325751739,0.09026958464004242,0.3308379531302539,0.0657,0.32394015773860135,0.0769429701149191,1.5613159703303021,1.4527002195861074,10.066296705708428,17.200550439305598,1.9039652615763276,368.70254755029885,0.15444680287895513,0.06328556353999056,0.02940152525481447,0.3922916674448261,0.11623958944351027,0.5069985689113533,0.5069985689113533,0.08369156687325101
Paper/Forest Products,269,0.03171213636363637,0.06987799539209932,0.05272866685558862,0.20538045297098367,0.5869170186693181,0.8664084913107887,0.09527192485384603,0.3431638315376204,0.0657,0.4510229955123151,0.07446106315813819,0.8733283412611578,1.2574426720984482,9.390507281629812,17.422383534388768,0.8391340044508875,564.6642050149882,0.23127248565986247,0.100163451218125,0.06456055436497996,1.1950005445747607,0.03873481201204777,0.8928724648508355,0.8928724648508355,0.07074321381274189
Power,492,0.09470596153846161,0.14046122994065985,0.07050906109597382,0.22193021233481208,0.4266485225974891,0.7029482497612936,0.08593834506136985,0.2851559907405637,0.0612,0.49461605837835343,0.06606814153702262,0.6083593392909591,2.2428031241496234,9.52122498089377,15.89437334936098,1.3092156724559636,23.937128067272884,0.04889477797980726,0.18962666985428472,0.11282124652140116,1.0749431149609059,0.10420386209633929,0.5945260466001989,0.5945260466001989,0.1404434071462865
